-84.154309 31.575357
-83.378563 33.956957
-84.39669 33.748612
-84.444485 33.641574
-81.973096 33.475494
-81.580573 31.138736
-84.987704 32.460976
-84.034689 33.664689
-84.979863 34.654938
-82.131858 33.415341
-83.800936 34.282988
-83.207377 33.543369
-81.596006 31.846692
-84.973467 33.041718
-83.629891 32.843886
-83.476559 33.5592
-84.516566 33.942015
-83.70953 33.795485
-84.183613 33.93426
-81.101006 32.079353
-83.998879 30.868811
-82.50309 33.504585
-83.507323 31.45079
-83.738834 32.255981
-83.282285 30.830925
-82.732583 33.736367
-76.986957 36.316956
-82.536259 35.597812
-81.674701 36.215473
-80.84801 35.231366
-80.608664 35.453973
-78.906024 35.996567
-76.60603 36.068101
-76.252264 36.342211
-78.873604 35.050967
-81.179917 35.263847
-78.034293 35.333451
-79.787329 36.070019
-77.384441 35.604894
-78.387377 36.296913
-81.264097 35.69733
-77.416181 34.761666
-81.333108 35.228209
-77.572634 35.261205
-78.476415 36.080355
-79.47386 34.756595
-81.52705 35.928443
-81.242115 35.476117
-79.005883 34.617863
-80.567254 35.012481
-77.118039 35.095019
-78.616143 35.806483
-79.77009 34.93385
-77.798524 35.937893
-80.422919 35.689966
-78.345217 35.50236
-80.033389 34.963385
-77.995267 34.742109
-77.059046 35.554521
-77.873715 34.249714
-77.914531 35.729836
-80.245139 36.099939
-81.723166 33.563781
-82.60133 34.629196
-80.724042 32.442545
-80.594386 34.219945
-79.985969 32.852964
-81.020438 34.005464
-79.358903 34.432728
-82.10845 34.91482
-79.767565 34.18788
-79.298175 33.378734
-82.281376 34.819623
-78.969649 33.61286
-80.889439 33.481505
-81.929377 34.950063
-80.120693 33.044058
-80.340443 33.916921
-80.648575 33.082409
